ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-00143,L202605-01292,2026-05-06,2026-05,STK-GLU,Gluta Stack,Polvos & Envasado,25.6,26.2,True,3.48,492,0.099,Absorción atómica,Aprobado
EN-00144,L202511-00780,2025-11-04,2025-11,RAD-ENX,Energy X,Polvos & Envasado,24.7,27.2,True,5.04,609,0.001,NIR (analizador infrarrojo),Aprobado
EN-00145,L202506-00397,2025-06-21,2025-06,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.2,25.4,True,3.56,1282,0.063,NIR (analizador infrarrojo),Aprobado
EN-00146,L202510-00706,2025-10-21,2025-10,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),22.6,23.1,True,4.06,575,0.071,Microbiología,Aprobado
EN-00147,L202512-00807,2025-12-01,2025-12,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,25.5,26.6,True,3.07,297,0.19,NIR (analizador infrarrojo),Aprobado
EN-00148,L202511-00758,2025-11-08,2025-11,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,22.1,21.1,True,3.1,834,0.188,NIR (analizador infrarrojo),Aprobado
EN-00149,L202508-00566,2025-08-17,2025-08,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,25.2,25.3,True,2.87,768,0.08,Microbiología,Aprobado
EN-00150,L202511-00799,2025-11-21,2025-11,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,25.1,26.4,True,2.55,1326,0.008,NIR (analizador infrarrojo),Aprobado
EN-00151,L202501-00024,2025-01-12,2025-01,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,25.1,25.8,True,2.99,329,0.436,NIR (analizador infrarrojo),Aprobado
EN-00152,L202504-00253,2025-04-08,2025-04,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.8,25.6,True,2.65,510,0.377,NIR (analizador infrarrojo),Aprobado
EN-00153,L202601-00952,2026-01-26,2026-01,RAD-ENX,Energy X,Polvos & Envasado,25.7,26.3,True,2.79,459,0.025,NIR (analizador infrarrojo),Aprobado
EN-00154,L202507-00455,2025-07-19,2025-07,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.7,23.6,True,3.46,1306,0.064,NIR (analizador infrarrojo),Aprobado
EN-00155,L202503-00168,2025-03-24,2025-03,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.9,23.7,True,3.94,51,0.036,NIR (analizador infrarrojo),Aprobado
EN-00156,L202605-01227,2026-05-26,2026-05,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,24.3,24.7,True,3.05,316,0.073,Microbiología,Aprobado
EN-00157,L202603-01064,2026-03-24,2026-03,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,23.8,24.9,True,3.84,835,0.109,NIR (analizador infrarrojo),Aprobado
EN-00158,L202601-00958,2026-01-26,2026-01,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,25.3,26.2,True,2.85,1358,0.319,NIR (analizador infrarrojo),Aprobado
EN-00159,L202511-00761,2025-11-04,2025-11,MEG-SOY,Mega Soy,Polvos & Envasado,23.2,23.4,True,3.4,1080,0.025,NIR (analizador infrarrojo),Aprobado
EN-00160,L202510-00678,2025-10-23,2025-10,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.8,24.0,True,3.0,1452,0.069,NIR (analizador infrarrojo),Aprobado
EN-00161,L202512-00884,2025-12-25,2025-12,STK-GLU,Gluta Stack,Polvos & Envasado,25.0,26.0,True,4.48,470,0.033,Microbiología,Aprobado
EN-00162,L202601-00923,2026-01-06,2026-01,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.6,26.7,True,3.19,253,0.01,NIR (analizador infrarrojo),Aprobado
EN-00163,L202506-00364,2025-06-21,2025-06,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.2,24.5,True,3.6,602,0.01,NIR (analizador infrarrojo),Aprobado
EN-00164,L202605-01225,2026-05-12,2026-05,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.9,26.4,True,3.66,293,0.076,NIR (analizador infrarrojo),Aprobado
EN-00165,L202607-01435,2026-07-21,2026-07,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.3,24.3,True,3.15,327,0.024,Absorción atómica,Aprobado
EN-00166,L202606-01370,2026-06-08,2026-06,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),25.1,24.1,True,3.16,4939,0.049,Kjeldahl,Aprobado
EN-00167,L202607-01421,2026-07-18,2026-07,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.9,25.0,True,3.24,688,0.151,Microbiología,Aprobado
EN-00168,L202603-01141,2026-03-09,2026-03,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.7,23.7,False,3.54,3601,0.364,Kjeldahl,Aprobado
EN-00169,L202501-00014,2025-01-20,2025-01,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,22.9,25.0,True,2.63,360,0.005,Microbiología,Aprobado
EN-00170,L202502-00109,2025-02-17,2025-02,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.6,24.5,True,3.92,623,0.022,NIR (analizador infrarrojo),Aprobado
EN-00171,L202505-00326,2025-05-23,2025-05,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.2,23.1,True,3.93,1758,0.017,Kjeldahl,Cuarentena
EN-00172,L202602-01051,2026-02-13,2026-02,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),26.5,26.6,True,3.13,2577,0.019,NIR (analizador infrarrojo),Aprobado
EN-00173,L202608-01498,2026-08-18,2026-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,25.6,26.8,True,4.74,264,0.029,Kjeldahl,Aprobado
EN-00174,L202504-00263,2025-04-08,2025-04,RAD-ENX,Energy X,Polvos & Envasado,22.7,23.1,True,3.46,539,0.001,Kjeldahl,Aprobado
EN-00175,L202501-00035,2025-01-24,2025-01,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.0,25.2,True,3.93,321,0.032,Microbiología,Aprobado
EN-00176,L202608-01512,2026-08-09,2026-08,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,26.0,26.7,True,4.05,136,0.046,Absorción atómica,Cuarentena
EN-00177,L202502-00099,2025-02-01,2025-02,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,22.8,21.3,False,3.63,144,0.025,Kjeldahl,Aprobado
EN-00178,L202603-01073,2026-03-24,2026-03,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,25.7,26.1,True,3.99,269,0.123,Absorción atómica,Aprobado
EN-00179,L202603-01090,2026-03-20,2026-03,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,22.7,24.6,True,2.69,988,0.179,Microbiología,Aprobado
EN-00180,L202606-01379,2026-06-12,2026-06,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,24.7,24.5,True,3.69,1835,0.217,NIR (analizador infrarrojo),Aprobado
EN-00181,L202608-01548,2026-08-09,2026-08,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.0,26.0,True,3.45,307,0.02,NIR (analizador infrarrojo),Aprobado
EN-00182,L202603-01103,2026-03-20,2026-03,MEG-SOY,Mega Soy,Polvos & Envasado,22.1,22.1,True,4.04,565,0.023,NIR (analizador infrarrojo),Aprobado
EN-00183,L202606-01319,2026-06-02,2026-06,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,23.3,24.4,True,3.75,323,0.072,NIR (analizador infrarrojo),Rechazado
EN-00184,L202509-00638,2025-09-03,2025-09,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),27.0,26.4,True,2.82,302,0.086,Kjeldahl,Aprobado
EN-00185,L202511-00730,2025-11-05,2025-11,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,22.8,23.9,True,4.73,233,0.298,NIR (analizador infrarrojo),Cuarentena
EN-00186,L202605-01226,2026-05-03,2026-05,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.4,24.6,True,4.51,1533,0.058,NIR (analizador infrarrojo),Aprobado
EN-00187,L202503-00187,2025-03-05,2025-03,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,27.0,27.7,True,3.73,3046,0.265,NIR (analizador infrarrojo),Aprobado
EN-00188,L202512-00814,2025-12-14,2025-12,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.3,26.5,True,3.0,1406,0.029,Absorción atómica,Aprobado
EN-00189,L202607-01408,2026-07-10,2026-07,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.3,24.5,True,2.41,867,0.39,Kjeldahl,Aprobado
EN-00190,L202501-00025,2025-01-13,2025-01,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,22.6,24.2,True,4.86,211,0.092,NIR (analizador infrarrojo),Rechazado
EN-00191,L202502-00111,2025-02-14,2025-02,MEG-GAI-64,Gainz Vainilla 6.4 lb,Polvos & Envasado,26.3,27.1,True,2.7,1157,0.19,Kjeldahl,Aprobado
EN-00192,L202501-00016,2025-01-25,2025-01,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,26.4,27.8,True,4.09,150,0.183,NIR (analizador infrarrojo),Aprobado
EN-00193,L202505-00349,2025-05-11,2025-05,STK-GLU,Gluta Stack,Polvos & Envasado,24.7,25.9,True,4.15,796,0.01,NIR (analizador infrarrojo),Aprobado
EN-00194,L202601-00934,2026-01-21,2026-01,MEG-SOY,Mega Soy,Polvos & Envasado,23.2,24.5,True,4.26,711,0.197,NIR (analizador infrarrojo),Aprobado
EN-00195,L202512-00838,2025-12-11,2025-12,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,23.3,22.9,True,3.95,1059,0.083,NIR (analizador infrarrojo),Aprobado
EN-00196,L202505-00312,2025-05-13,2025-05,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,26.7,28.7,True,4.17,153,0.224,NIR (analizador infrarrojo),Aprobado
EN-00197,L202503-00148,2025-03-18,2025-03,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,24.4,24.1,True,4.58,159,0.024,NIR (analizador infrarrojo),Aprobado
EN-00198,L202603-01142,2026-03-17,2026-03,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.1,25.5,True,4.77,1276,0.133,Microbiología,Aprobado
EN-00199,L202606-01321,2026-06-16,2026-06,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,23.6,23.0,True,2.65,183,0.098,NIR (analizador infrarrojo),Aprobado
EN-00200,L202507-00502,2025-07-20,2025-07,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,26.2,25.8,True,2.99,862,0.013,Microbiología,Aprobado
EN-00201,L202507-00464,2025-07-15,2025-07,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.2,25.7,True,3.93,1880,0.042,Kjeldahl,Aprobado
EN-00202,L202606-01384,2026-06-16,2026-06,STK-GLU,Gluta Stack,Polvos & Envasado,25.4,25.2,True,3.63,553,0.089,NIR (analizador infrarrojo),Cuarentena
EN-00203,L202511-00772,2025-11-21,2025-11,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,26.2,27.0,True,5.09,7518,0.092,NIR (analizador infrarrojo),Aprobado
EN-00204,L202503-00186,2025-03-24,2025-03,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.6,26.9,True,3.53,2941,0.09,Microbiología,Aprobado
EN-00205,L202601-00947,2026-01-02,2026-01,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.8,23.6,True,2.37,882,0.054,NIR (analizador infrarrojo),Aprobado
EN-00206,L202607-01391,2026-07-02,2026-07,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,25.8,25.7,True,4.53,14979,0.191,Microbiología,Aprobado
EN-00207,L202602-01014,2026-02-27,2026-02,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,22.1,22.8,True,2.39,92,0.105,NIR (analizador infrarrojo),Aprobado
EN-00208,L202511-00759,2025-11-26,2025-11,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,25.3,24.5,True,3.48,1029,0.041,NIR (analizador infrarrojo),Aprobado
EN-00209,L202502-00100,2025-02-03,2025-02,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,22.1,22.7,True,2.23,74,0.114,Kjeldahl,Aprobado
EN-00210,L202501-00005,2025-01-18,2025-01,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,25.6,25.9,True,3.04,1546,0.039,NIR (analizador infrarrojo),Aprobado
EN-00211,L202601-00946,2026-01-06,2026-01,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,25.6,26.1,True,3.58,892,0.157,Kjeldahl,Aprobado
EN-00212,L202501-00047,2025-01-19,2025-01,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.4,24.8,True,3.53,1387,0.012,Kjeldahl,Aprobado
EN-00213,L202507-00485,2025-07-17,2025-07,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,22.1,21.6,True,2.37,167,0.028,Absorción atómica,Aprobado
EN-00214,L202510-00672,2025-10-23,2025-10,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,26.1,26.0,True,2.67,360,0.548,Absorción atómica,Aprobado
EN-00215,L202503-00194,2025-03-27,2025-03,RAD-ENX,Energy X,Polvos & Envasado,22.5,23.9,True,2.7,212,0.287,Kjeldahl,Aprobado
EN-00216,L202505-00329,2025-05-14,2025-05,RAD-ENX,Energy X,Polvos & Envasado,24.3,24.8,True,4.39,163,0.085,NIR (analizador infrarrojo),Aprobado
EN-00217,L202605-01269,2026-05-02,2026-05,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.1,25.7,True,3.76,212,0.109,Kjeldahl,Aprobado
EN-00218,L202512-00810,2025-12-04,2025-12,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.0,23.0,True,3.22,448,0.179,NIR (analizador infrarrojo),Aprobado
EN-00219,L202602-01038,2026-02-11,2026-02,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.0,26.0,True,5.0,124,0.202,Absorción atómica,Aprobado
EN-00220,L202503-00190,2025-03-16,2025-03,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.8,25.4,True,5.13,274,0.007,Kjeldahl,Aprobado
EN-00221,L202512-00877,2025-12-01,2025-12,STK-COL,Collagen Stack 585 g,Polvos & Envasado,25.7,24.6,True,3.24,830,0.043,Kjeldahl,Aprobado
EN-00222,L202501-00027,2025-01-27,2025-01,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,26.4,28.1,True,4.81,304,0.375,NIR (analizador infrarrojo),Aprobado
EN-00223,L202605-01238,2026-05-01,2026-05,BIP-CLA-3CC,BiPro Classic Cookies 3 lb,Polvos & Envasado,26.0,25.5,True,4.23,1256,0.207,Microbiología,Aprobado
EN-00224,L202607-01432,2026-07-06,2026-07,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,26.7,25.6,True,4.16,211,0.005,Microbiología,Rechazado
EN-00225,L202602-01021,2026-02-07,2026-02,MER-BAC,Nutramerican Backpack,Maquila externa,24.9,26.2,True,3.59,151,0.26,NIR (analizador infrarrojo),Aprobado
EN-00226,L202605-01242,2026-05-10,2026-05,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.7,25.0,True,4.65,352,0.156,NIR (analizador infrarrojo),Aprobado
EN-00227,L202604-01158,2026-04-07,2026-04,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.8,27.1,True,3.37,1114,0.31,Microbiología,Aprobado
EN-00228,L202605-01262,2026-05-09,2026-05,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,24.3,23.5,True,4.66,853,0.003,NIR (analizador infrarrojo),Aprobado
EN-00229,L202608-01545,2026-08-15,2026-08,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,22.7,24.1,True,3.25,287,0.108,NIR (analizador infrarrojo),Aprobado
EN-00230,L202506-00415,2025-06-15,2025-06,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),26.7,27.6,True,3.24,388,0.1,Microbiología,Aprobado
EN-00231,L202604-01146,2026-04-21,2026-04,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,22.0,22.7,True,4.22,520,0.391,NIR (analizador infrarrojo),Aprobado
EN-00232,L202507-00490,2025-07-03,2025-07,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),25.5,24.2,True,3.73,1341,0.02,NIR (analizador infrarrojo),Aprobado
EN-00233,L202603-01118,2026-03-10,2026-03,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.4,27.4,True,2.71,145,0.184,NIR (analizador infrarrojo),Aprobado
EN-00234,L202507-00465,2025-07-19,2025-07,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.3,24.7,True,2.43,294,0.087,Absorción atómica,Aprobado
EN-00235,L202603-01117,2026-03-26,2026-03,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.0,26.8,True,3.13,616,0.08,NIR (analizador infrarrojo),Aprobado
EN-00236,L202502-00114,2025-02-03,2025-02,MEG-SOY,Mega Soy,Polvos & Envasado,23.9,24.1,True,3.77,1073,0.039,NIR (analizador infrarrojo),Aprobado
EN-00237,L202504-00229,2025-04-08,2025-04,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,22.9,24.3,True,3.34,221,0.134,Kjeldahl,Aprobado
EN-00238,L202608-01516,2026-08-19,2026-08,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.9,23.4,True,3.96,1175,0.071,NIR (analizador infrarrojo),Aprobado
EN-00239,L202501-00052,2025-01-03,2025-01,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,25.3,25.7,True,2.35,444,0.08,NIR (analizador infrarrojo),Aprobado
EN-00240,L202507-00501,2025-07-01,2025-07,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,22.4,22.1,True,2.29,962,0.012,Microbiología,Aprobado
EN-00241,L202504-00260,2025-04-03,2025-04,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.9,23.9,True,3.67,673,0.04,Microbiología,Aprobado
EN-00242,L202607-01389,2026-07-17,2026-07,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,25.4,25.9,True,3.37,197,0.024,NIR (analizador infrarrojo),Aprobado
EN-00243,L202512-00861,2025-12-17,2025-12,RAD-ENX,Energy X,Polvos & Envasado,25.0,26.4,True,3.87,895,0.166,Microbiología,Aprobado
EN-00244,L202604-01152,2026-04-11,2026-04,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,24.1,24.8,True,4.45,632,0.007,NIR (analizador infrarrojo),Aprobado
EN-00245,L202601-00948,2026-01-24,2026-01,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.2,22.5,True,2.78,98,0.054,NIR (analizador infrarrojo),Aprobado
EN-00246,L202606-01383,2026-06-27,2026-06,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.6,26.2,True,3.89,275,0.013,NIR (analizador infrarrojo),Aprobado
EN-00247,L202604-01161,2026-04-08,2026-04,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,24.1,24.7,True,5.21,853,0.081,NIR (analizador infrarrojo),Aprobado
EN-00248,L202602-01049,2026-02-12,2026-02,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,22.4,23.0,True,3.38,911,0.035,Absorción atómica,Aprobado
EN-00249,L202601-00889,2026-01-18,2026-01,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,26.3,24.5,False,3.63,1697,0.185,NIR (analizador infrarrojo),Aprobado
EN-00250,L202607-01461,2026-07-15,2026-07,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.3,23.1,True,5.47,408,0.162,Kjeldahl,Aprobado
EN-00251,L202606-01305,2026-06-11,2026-06,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.1,21.0,False,3.4,162,0.031,NIR (analizador infrarrojo),Aprobado
EN-00252,L202510-00667,2025-10-20,2025-10,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.9,26.4,True,3.09,289,0.154,Microbiología,Aprobado
EN-00253,L202510-00702,2025-10-02,2025-10,RAD-ENX,Energy X,Polvos & Envasado,23.8,24.0,True,3.72,1634,0.05,NIR (analizador infrarrojo),Aprobado
EN-00254,L202511-00783,2025-11-16,2025-11,RAD-ENX,Energy X,Polvos & Envasado,26.0,27.3,True,3.06,1205,0.142,Microbiología,Aprobado
EN-00255,L202503-00165,2025-03-11,2025-03,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,26.7,26.6,True,2.33,476,0.001,NIR (analizador infrarrojo),Aprobado
EN-00256,L202507-00433,2025-07-11,2025-07,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.7,24.8,True,3.15,1141,0.016,NIR (analizador infrarrojo),Aprobado
EN-00257,L202508-00563,2025-08-20,2025-08,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),26.8,26.6,True,2.29,1063,0.372,Kjeldahl,Aprobado
EN-00258,L202503-00208,2025-03-02,2025-03,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,22.6,22.8,True,3.2,1853,0.029,NIR (analizador infrarrojo),Aprobado
EN-00259,L202505-00286,2025-05-10,2025-05,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,23.5,24.4,True,2.6,228,0.021,Absorción atómica,Aprobado
EN-00260,L202605-01253,2026-05-14,2026-05,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,22.7,23.6,True,3.18,2622,0.01,NIR (analizador infrarrojo),Aprobado
EN-00261,L202511-00747,2025-11-09,2025-11,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,22.5,23.2,True,2.54,672,0.072,NIR (analizador infrarrojo),Aprobado
EN-00262,L202508-00519,2025-08-05,2025-08,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.9,27.3,True,3.62,498,0.153,Absorción atómica,Aprobado
EN-00263,L202501-00021,2025-01-08,2025-01,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.3,25.6,True,3.64,1682,0.068,NIR (analizador infrarrojo),Aprobado
EN-00264,L202603-01098,2026-03-16,2026-03,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.9,25.8,True,3.64,246,0.036,Kjeldahl,Aprobado
EN-00265,L202601-00929,2026-01-24,2026-01,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.2,24.7,True,5.51,173,0.049,Absorción atómica,Aprobado
EN-00266,L202508-00532,2025-08-01,2025-08,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.4,24.4,True,2.56,395,0.129,NIR (analizador infrarrojo),Aprobado
EN-00267,L202604-01191,2026-04-11,2026-04,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,24.6,25.2,True,4.34,6317,0.06,NIR (analizador infrarrojo),Aprobado
EN-00268,L202605-01260,2026-05-18,2026-05,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,24.8,26.7,True,2.76,541,0.25,NIR (analizador infrarrojo),Aprobado
EN-00269,L202601-00913,2026-01-06,2026-01,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.6,23.9,True,3.43,3141,0.032,NIR (analizador infrarrojo),Aprobado
EN-00270,L202602-01029,2026-02-01,2026-02,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,22.5,22.6,True,2.69,637,0.078,NIR (analizador infrarrojo),Aprobado
EN-00271,L202506-00352,2025-06-16,2025-06,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,22.5,23.6,True,4.26,51,0.044,Microbiología,Aprobado
EN-00272,L202605-01270,2026-05-02,2026-05,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.8,25.9,True,4.42,1191,0.067,NIR (analizador infrarrojo),Aprobado
EN-00273,L202510-00705,2025-10-06,2025-10,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),26.9,25.0,False,4.45,1817,0.046,NIR (analizador infrarrojo),Aprobado
EN-00274,L202603-01124,2026-03-19,2026-03,RAD-ENX,Energy X,Polvos & Envasado,26.5,27.2,True,3.16,1007,0.078,Kjeldahl,Aprobado
EN-00275,L202511-00789,2025-11-14,2025-11,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),25.7,25.4,True,3.96,165,0.123,Absorción atómica,Aprobado
EN-00276,L202506-00362,2025-06-20,2025-06,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.5,22.3,True,3.61,1460,0.053,NIR (analizador infrarrojo),Aprobado
EN-00277,L202607-01387,2026-07-16,2026-07,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,23.2,22.5,True,4.13,898,0.021,Microbiología,Aprobado
EN-00278,L202607-01463,2026-07-18,2026-07,STK-COL,Collagen Stack 585 g,Polvos & Envasado,26.5,25.6,True,2.91,676,0.095,NIR (analizador infrarrojo),Aprobado
EN-00279,L202502-00129,2025-02-23,2025-02,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.7,25.6,True,5.13,849,0.065,Kjeldahl,Aprobado
EN-00280,L202604-01183,2026-04-05,2026-04,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,24.4,23.7,True,3.87,2097,0.039,NIR (analizador infrarrojo),Aprobado
EN-00281,L202506-00411,2025-06-19,2025-06,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,24.7,23.4,False,3.6,647,0.077,NIR (analizador infrarrojo),Aprobado
EN-00282,L202606-01364,2026-06-12,2026-06,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),26.5,27.3,True,3.09,1230,0.011,Absorción atómica,Aprobado
EN-00283,L202511-00739,2025-11-01,2025-11,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,26.5,27.0,True,4.97,236,0.043,NIR (analizador infrarrojo),Cuarentena
EN-00284,L202507-00466,2025-07-04,2025-07,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.0,24.0,True,4.21,515,0.517,NIR (analizador infrarrojo),Aprobado
EN-00285,L202505-00325,2025-05-27,2025-05,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.3,25.9,True,3.39,377,0.305,NIR (analizador infrarrojo),Aprobado
EN-00286,L202503-00152,2025-03-11,2025-03,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,23.8,24.0,True,2.3,1472,0.101,NIR (analizador infrarrojo),Aprobado
